decision_id,decision_date,document_category,title,applicant,order_text,sanction_strength,sanction_types,monetary_amount,violated_articles,case_type,factors
1979,2022-09-14,enforcement,개인정보보호 법규 위반행위에 대한 시정조치 등에 관한 건,"Meta Platforms, Inc.1601 Willow Road, Menlo Park, California 94025대표이사 Mark Zuckerberg","1. 피심인에 대하여 다음과 같이 시정조치를 명한다.
가. 피심인은 이용자의 타사 행태정보를 수집ㆍ이용하려면 이용자가 자유로운 결정권을 행사하고 쉽고 명확하게 인지할 수 있도록 이용자에게 알리고 동의를 받아야 한다.
나. 위 가의 시정명령에 따른 시정조치를 이행하고, 시정조치 명령 처분통지를 받은 날로부터 90일 이내에 이행결과를 개인정보보호위원회에 제출하여야 한다.
2. 피심인에 대하여 다음과 같이 과징금을 부과한다.
가. 과 징 금 : 30,806,000,000원
나. 납부기한 : 고지서에 명시된 납부기한 이내
다. 납부장소 : 한국은행 국고수납 대리점
3. 피심인의 법 위반행위 내용 및 결과를 개인정보보호위원회 홈페이지에 공표한다.",4,과징금;시정명령;공표명령,30806000000.0,제12조;제15조;제17조;제22조;제26조의2;제2조;제39조의15;제39조의3;제48조의11;제48조의2;제4조;제5조;제64조;제66조;제6조;제8조,유출·침해;동의·고지 위반;보유기간·파기 위반;민감정보·고유식별정보;처리위탁;정보주체 권리보장,민감정보 포함 여부;반복성;고의 또는 중과실;피해 발생 또는 위험 발생;사후 시정 노력;위반 기간;수집·이용 목적 명확성;동의 적법성;제3자 제공 또는 위탁 구조;금전 제재 여부;공표 또는 시정명령 여부
9537,2022-09-14,enforcement,개인정보보호 법규 위반행위에 대한 시정조치 등에 관한 건,"Meta Platforms, Inc.1601 Willow Road, Menlo Park, California 94025대표이사 Mark Zuckerberg","1. 피심인에 대하여 다음과 같이 시정조치를 명한다.
가. 피심인은 이용자의 타사 행태정보를 수집ㆍ이용하려면 이용자가 자유로운 결정권을 행사하고 쉽고 명확하게 인지할 수 있도록 이용자에게 알리고 동의를 받아야 한다.
나. 위 가의 시정명령에 따른 시정조치를 이행하고, 시정조치 명령 처분통지를 받은 날로부터 90일 이내에 이행결과를 개인정보보호위원회에 제출하여야 한다.
2. 피심인에 대하여 다음과 같이 과징금을 부과한다.
가. 과 징 금 : 30,806,000,000원
나. 납부기한 : 고지서에 명시된 납부기한 이내
다. 납부장소 : 한국은행 국고수납 대리점
3. 피심인의 법 위반행위 내용 및 결과를 개인정보보호위원회 홈페이지에 공표한다.",4,과징금;시정명령;공표명령,30806000000.0,제12조;제15조;제17조;제22조;제26조의2;제2조;제39조의15;제39조의3;제48조의11;제48조의2;제4조;제5조;제64조;제66조;제6조;제8조,유출·침해;동의·고지 위반;보유기간·파기 위반;민감정보·고유식별정보;처리위탁;정보주체 권리보장,민감정보 포함 여부;반복성;고의 또는 중과실;피해 발생 또는 위험 발생;사후 시정 노력;위반 기간;수집·이용 목적 명확성;동의 적법성;제3자 제공 또는 위탁 구조;금전 제재 여부;공표 또는 시정명령 여부
10069,2024-11-04,enforcement,,,"1. 피심인에 대하여 다음과 같이 시정조치를 명한다.
가. 이용자의 페이스북 활동 등을 통해 민감한 주제에 해당하는 광고 타겟을 생성하는 경우 이용자에게 법정 고지사항을 알린 후 별도 동의를 받는 등 보호법 제23조에 따른 적법 근거를 마련하고, 안전성 확보 조치를 취할 것
나. 이용자의 개인정보 열람 요구가 있는 경우 성실히 응할 것. 이를 위해 개인정보 제공 현황 등을 일정 기간 보관하거나, 이용자가 그 현황을 쉽게 확인ㆍ통제할 수 있도록 조치할 것
다. 처분통지를 받은 날로부터 90일 이내에 시정명령 이행 계획을 개인정보보호위원회에 제출할 것
2. 피심인에 대하여 다음과 같이 과징금과 과태료를 부과한다.
가. 과 징 금 : 21,613,000,000원
나. 과 태 료 : 10,200,000원
다. 납부기한 : 고지서에 명시된 납부기한 이내
라. 납부장소 : 한국은행 국고수납 대리점
3. 피심인의 법 위반행위 내용 및 결과를 개인정보보호위원회 홈페이지에 1년간 공표한다.",4,과징금;과태료;시정명령,21613000000.0,제23조,동의·고지 위반;정보주체 권리보장,사후 시정 노력;위반 기간;동의 적법성;금전 제재 여부;공표 또는 시정명령 여부
7153,2024-05-22,enforcement,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : )대표자,"1. 피심인 에 대하여 다음과 같이 시정조치를 명한다.
가. 피심인은 이용자 대상 개인정보 유출 통지를 실시하여야 한다.
나. 피심인은 가.의 시정명령에 따른 시정조치를 이행하고, 시정조치 명령 처분통지를 받은 날로부터 60일 이내에 이행 결과를 개인정보보호위원회에 제출하여야 한다.
2. 피심인 에 대하여 다음과 같이 과징금과 과태료를 부과한다.
가. 과 징 금 : 15,141,960,000원
나. 과 태 료 : 7,800,000원
다. 납부기한 : 고지서에 명시된 납부기한 이내
라. 납부장소 : 한국은행 국고수납 대리점
3. 피심인 에 대한 시정조치 명령과 과태료 부과의 내용 및 결과를 개인정보보호위원회 홈페이지에 1년간 공표한다.",4,과징금;과태료;시정명령,15141960000.0,제25조;제29조;제2조;제32조의2;제39조의15;제39조의4;제48조의11;제48조의2;제48조의4;제4조;제5조;제63조;제64조;제66조;제6조;제75조;제7조;제8조,유출·침해;동의·고지 위반;안전조치 미흡;민감정보·고유식별정보;정보주체 권리보장,정보주체 규모;고유식별정보 포함 여부;고의 또는 중과실;피해 발생 또는 위험 발생;사후 시정 노력;내부통제 및 안전조치 수준;위반 기간;수집·이용 목적 명확성;동의 적법성;제3자 제공 또는 위탁 구조;금전 제재 여부;공표 또는 시정명령 여부
9129,2024-05-22,enforcement,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : )대표자,"1. 피심인 에 대하여 다음과 같이 시정조치를 명한다.
가. 피심인은 이용자 대상 개인정보 유출 통지를 실시하여야 한다.
나. 피심인은 가.의 시정명령에 따른 시정조치를 이행하고, 시정조치 명령 처분통지를 받은 날로부터 60일 이내에 이행 결과를 개인정보보호위원회에 제출하여야 한다.
2. 피심인 에 대하여 다음과 같이 과징금과 과태료를 부과한다.
가. 과 징 금 : 15,141,960,000원
나. 과 태 료 : 7,800,000원
다. 납부기한 : 고지서에 명시된 납부기한 이내
라. 납부장소 : 한국은행 국고수납 대리점
3. 피심인 에 대한 시정조치 명령과 과태료 부과의 내용 및 결과를 개인정보보호위원회 홈페이지에 1년간 공표한다.",4,과징금;과태료;시정명령,15141960000.0,제25조;제29조;제2조;제32조의2;제39조의15;제39조의4;제48조의11;제48조의2;제48조의4;제4조;제5조;제63조;제64조;제66조;제6조;제75조;제7조;제8조,유출·침해;동의·고지 위반;안전조치 미흡;민감정보·고유식별정보;정보주체 권리보장,정보주체 규모;고유식별정보 포함 여부;고의 또는 중과실;피해 발생 또는 위험 발생;사후 시정 노력;내부통제 및 안전조치 수준;위반 기간;수집·이용 목적 명확성;동의 적법성;제3자 제공 또는 위탁 구조;금전 제재 여부;공표 또는 시정명령 여부
10109,2025-03-26,enforcement,,,"1. 피심인에 대하여 다음과 같이 시정조치를 명한다.
가. 피심인은 개인정보 유출 및 오용ㆍ남용 방지를 위한 내부통제시스템을 면밀히 검토하고 개인정보취급자에게 필요한 교육 등 관리ㆍ감독을 철저히 할 것
나. 개인정보처리시스템에 대한 접근권한을 최소화하고, 접속기록을 상시적ㆍ주기적으로 점검하며, 업무에 불필요한 개인정보가 화면에 출력ㆍ표시되지 않도록 안전조치를 강화할 것
다. 피심인은 가.부터 나.까지의 시정명령에 따른 시정조치를 이행하고, 시정조치 명령 처분통지를 받은 날로부터 90일 이내에 이행 결과를 제출할 것
2. 피심인에 대하여 다음과 같이 과징금을 부과한다.
가. 과 징 금 : 13,451,000,000원
나. 납부기한 : 고지서에 명시된 납부기한 이내
다. 납부장소 : 한국은행 국고수납 대리점
3. 피심인에 대하여 다음과 같이 공표하도록 명한다.
가. 피심인은 처분 등에 대한 통지를 받은 날부터 90일 이내 당해 처분 등을 받은 사실 등을 피심인의 홈페이지(모바일 어플리케이션 포함)의 초기화면에 전체 화면의 6분의 1 크기로 2일 이상 5일미만의 기간 동안(휴업일 포함) 게시할 것
나. 피심인은 원칙적으로 표준 공표 문안을 따르되, 공표 문안에 관하여 개인정보보호위원회와 미리 문서로 협의해야 하며, 글자 크기ㆍ모양ㆍ색상 등에 대해서는 해당 홈페이지 특성을 고려하여 개인정보보호위원회와 협의하여 정할 것
4. 피심인에 대한 고발 및 징계권고를 유예한다.",4,과징금;시정명령;고발,13451000000.0,,유출·침해;동의·고지 위반;안전조치 미흡;접근권한·내부통제,사후 시정 노력;내부통제 및 안전조치 수준;금전 제재 여부;공표 또는 시정명령 여부
9671,2024-05-08,enforcement,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(주)골프존 (사업자등록번호 : )대표자,"1. 피심인에 대하여 다음과 같이 과징금과 과태료를 부과한다.
가. 과 징 금 : 7,504,000,000원
나. 과 태 료 : 5,400,000원
다. 납부기한 : 고지서에 명시된 납부기한 이내
라. 납부장소 : 한국은행 국고수납 대리점
2. 피심인에 대하여 다음과 같이 시정조치를 명한다.
가. 피심인은 회사 내 처리되는 개인정보 처리 흐름을 면밀히 분석하여 내부관리계획을 재정립하고, 공유설정 등을 통해 개인정보가 유출되지 않도록 조치하는 등 제반 안전조치의무를 준수하는 한편 피심인이 관리하는 개인정보가 안전하게 처리될 수 있도록 개인정보 보호책임자의 위상과 역할을 강화할 것
나. 전 직원을 대상으로 개인정보 보호 교육을 주기적으로 실시할 것
다. 피심인은 가.부터 나.까지의 시정명령에 따른 시정조치를 이행하고, 시정조치 명령 처분통지를 받은 날로부터 90일 이내에 이행결과를 개인정보보호위원회에 제출할 것
3. 피심인의 법 위반 내용 및 처분 결과를 피심인 홈페이지에 공표명령한다.
가. 피심인은 처분 등에 대한 통지를 받은 날부터 1개월 이내 당해 처분 등을 받은 사실 등을 피심인의 홈페이지(모바일 어플리케이션 포함)의 초기화면 팝업창에 전체화면의 2분의1 크기로 10일 이상 기간 동안(휴업일 포함) 게시할 것
나. 피심인은 원칙적으로 표준 공표 문안을 따르되, 공표 문안에 관하여 개인정보보호위원회와 미리 문서로 협의해야 하고, 글자크기ㆍ모양ㆍ색상 등에 대해서는 해당 홈페이지 특성을 고려하여 개인정보보호위원회와 협의하여 정할 것",4,과징금;과태료;시정명령;공표명령,7504000000.0,제10조;제11조;제21조;제24조;제24조의2;제29조;제30조;제4조;제5조;제60조의2;제63조;제64조;제64조의2;제66조;제6조;제75조;제76조;제7조;제8조;제9조,유출·침해;동의·고지 위반;안전조치 미흡;보유기간·파기 위반;민감정보·고유식별정보;접근권한·내부통제;정보주체 권리보장,정보주체 규모;고유식별정보 포함 여부;고의 또는 중과실;피해 발생 또는 위험 발생;사후 시정 노력;내부통제 및 안전조치 수준;위반 기간;수집·이용 목적 명확성;동의 적법성;금전 제재 여부;공표 또는 시정명령 여부
9675,2024-05-08,enforcement,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(주)골프존 (사업자등록번호 : )대표자,"1. 피심인에 대하여 다음과 같이 과징금과 과태료를 부과한다.
가. 과 징 금 : 7,504,000,000원
나. 과 태 료 : 5,400,000원
다. 납부기한 : 고지서에 명시된 납부기한 이내
라. 납부장소 : 한국은행 국고수납 대리점
2. 피심인에 대하여 다음과 같이 시정조치를 명한다.
가. 피심인은 회사 내 처리되는 개인정보 처리 흐름을 면밀히 분석하여 내부관리계획을 재정립하고, 공유설정 등을 통해 개인정보가 유출되지 않도록 조치하는 등 제반 안전조치의무를 준수하는 한편 피심인이 관리하는 개인정보가 안전하게 처리될 수 있도록 개인정보 보호책임자의 위상과 역할을 강화할 것
나. 전 직원을 대상으로 개인정보 보호 교육을 주기적으로 실시할 것
다. 피심인은 가.부터 나.까지의 시정명령에 따른 시정조치를 이행하고, 시정조치 명령 처분통지를 받은 날로부터 90일 이내에 이행결과를 개인정보보호위원회에 제출할 것
3. 피심인의 법 위반 내용 및 처분 결과를 피심인 홈페이지에 공표명령한다.
가. 피심인은 처분 등에 대한 통지를 받은 날부터 1개월 이내 당해 처분 등을 받은 사실 등을 피심인의 홈페이지(모바일 어플리케이션 포함)의 초기화면 팝업창에 전체화면의 2분의1 크기로 10일 이상 기간 동안(휴업일 포함) 게시할 것
나. 피심인은 원칙적으로 표준 공표 문안을 따르되, 공표 문안에 관하여 개인정보보호위원회와 미리 문서로 협의해야 하고, 글자크기ㆍ모양ㆍ색상 등에 대해서는 해당 홈페이지 특성을 고려하여 개인정보보호위원회와 협의하여 정할 것",4,과징금;과태료;시정명령;공표명령,7504000000.0,제10조;제11조;제21조;제24조;제24조의2;제29조;제30조;제4조;제5조;제60조의2;제63조;제64조;제64조의2;제66조;제6조;제75조;제76조;제7조;제8조;제9조,유출·침해;동의·고지 위반;안전조치 미흡;보유기간·파기 위반;민감정보·고유식별정보;접근권한·내부통제;정보주체 권리보장,정보주체 규모;고유식별정보 포함 여부;고의 또는 중과실;피해 발생 또는 위험 발생;사후 시정 노력;내부통제 및 안전조치 수준;위반 기간;수집·이용 목적 명확성;동의 적법성;금전 제재 여부;공표 또는 시정명령 여부
5047,2023-07-12,enforcement,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,㈜엘지유플러스 (사업자등록번호 : )대표자,"1. 피심인 ㈜엘지유플러스에 대하여 다음과 같이 시정조치를 명한다.
가. 운영 중인 개인정보처리시스템 전반에 대해 「개인정보 보호법」 제29조(안전조치 의무), 같은 법 시행령 제48조의2(개인정보의 안전성 확보조치)를 준수하고 취약 부분을 개선할 것
나. 전사적 차원에서 개인정보 내부관리계획(거버넌스)을 재정립(권한ㆍ책임 명확화)할 것
다. 개인정보 보호책임자의 역할과 위상(CEO 직속 조직구성 등) 및 전문성을 강화 할 것
라. 전 직원을 대상으로 정기적인 개인정보 보호 교육 계획을 수립하고 실시할 것
마. 개인정보처리시스템 내에 법령상 보관 의무가 없거나 처리 목적 달성 등으로 불필요하게 보관하고 있는 개인정보를 모두 파기할 것
바. 피심인은 가.부터 마.까지의 시정명령에 따른 시정조치를 이행하고, 시정조치 명령 처분통지를 받은 날로부터 90일 이내에 이행결과를 개인정보보호위원회에 제출할 것
2. 피심인에 대하여 다음과 같이 과징금과 과태료를 부과한다.
가. 과 징 금 : 6,800,452,000원
나. 과 태 료 : 27,000,000원
다. 납부기한 : 고지서에 명시된 납부기한 이내
라. 납부장소 : 한국은행 국고수납 대리점
3. 피심인이 시정조치 명령을 받은 사실과 과태료 부과에 대해 개인정보보호위원회 홈페이지에 공표한다.",4,과징금;과태료;시정명령;공표명령,6800452000.0,제21조;제25조;제29조;제2조;제39조의15;제39조의4;제48조의11;제48조의2;제4조;제5조;제63조;제64조;제66조;제6조;제75조;제7조;제8조,유출·침해;동의·고지 위반;안전조치 미흡;보유기간·파기 위반;민감정보·고유식별정보;접근권한·내부통제;처리위탁;정보주체 권리보장,정보주체 규모;고유식별정보 포함 여부;고의 또는 중과실;피해 발생 또는 위험 발생;사후 시정 노력;내부통제 및 안전조치 수준;위반 기간;수집·이용 목적 명확성;제3자 제공 또는 위탁 구조;금전 제재 여부;공표 또는 시정명령 여부
2223,2021-08-25,enforcement,개인정보보호 법규 위반행위에 대한 시정조치 등에 관한 건,"1. Facebook Incorporation1601 Willow Road, Menlo Park, California 94025대표이사 Mark Zuckerberg2. Facebook Ireland Limited4 Grand Canal Square, Grand Canal Harbour, Dublin 2, Ireland대표이사 Gareth Lambe, Yvonne Cunnane 등","1. 피심인에 대하여 다음과 같이 시정조치를 명한다.
가. 피심인 Facebook Incorporation, Facebook Ireland Limited는 이용자의 동의를 받지 않고 수집된 '얼굴인식 템플릿’을 파기하거나 이용자에게 동의를 받아야 한다.
나. 피심인 Facebook Ireland Limited는 정보통신서비스제공자 변경에 따른 개인정보를 이전하려는 사실, 이전 받는 자의 성명(법인명)ㆍ주소ㆍ전화번호 및 그 밖의 연락처, 개인정보 이전을 원하지 않는 경우 동의를 철회할 수 있는 방법을 인터넷 홈페이지 게시, 전자우편 등의 방법으로 이용자에게 알려야 한다.
다. 피심인 Facebook Incorporation은 다음과 같은 사항을 이행하여야 한다.
1) 법적 근거 없이 주민등록번호가 처리되지 않도록 조치하고, 이미 수집된 주민등록번호는 파기하여야 한다.
2) 개인정보를 이전받은 사실 및 이전받는 자의 성명(법인명)ㆍ주소ㆍ전화번호 및 그 밖의 연락처를 인터넷 홈페이지 게시, 전자우편 등의 방법으로 이용자에게 알려야 한다.
3) 페이스북의 개인정보 처리업무를 위탁하는 경우 위탁하는 업무의 내용과 개인정보 처리업무를 위탁받아 처리하는 자(수탁자)를 인터넷 홈페이지에 게재하여야 한다.
4) 국외 이전하는 개인정보 항목, 이전되는 국가, 이전일시 및 이전방법, 이전받는 자의 성명(법인명), 이전받은 자의 개인정보 이용목적 및 보유ㆍ이용기간을 개인정보 처리방침에 공개하거나 전자우편 등의 방법으로 이용자에게 알려야 한다.
라. 위 가ㆍ나ㆍ다의 시정명령에 따른 시정조치를 이행하고, 시정조치 명령 처분통지를 받은 날로부터 90일 이내에 이행결과를 개인정보보호위원회에 제출하여야 한다.
2. 피심인에 대하여 다음과 같이 과징금과 과태료를 부과한다.
가. 과 징 금
ㅇ Facebook Incorporation : 4,483,000,000원
ㅇ Facebook Ireland Limited : 1,960,000,000원
나. 과 태 료
ㅇ Facebook Incorporation : 20,000,000원
ㅇ Facebook Ireland Limited : 6,000,000원
다. 납부기한 : 고지서에 명시된 납부기한 이내
라. 납부장소 : 한국은행 국고수납 대리점
3. 피심인의 법 위반행위 내용 및 결과를 개인정보보호위원회 홈페이지에 공표한다.
4. 피심인에 대하여 다음과 같이 개선하도록 권고한다.
가. “카드 추가” 화면에서 카드번호 수집과 관련한 법정 고지사항을 이용자가 쉽게 확인할 수 있도록 하여야 한다.
나. 위 가의 개선조치 결과는 개선권고를 받은 날로부터 90일 이내 개인정보보호위원회에 제출하여야 한다.",4,과태료;시정명령;공표명령;개선권고,4483000000.0,제12조;제14조;제15조;제17조;제22조;제23조;제24조;제24조의2;제25조;제26조;제26조의2;제27조;제28조;제2조;제30조;제39조의12;제39조의3;제4조;제5조;제61조;제63조;제64조;제64조의2;제64조의3;제66조;제69조의2;제6조;제74조;제75조;제76조;제7조;제8조,유출·침해;동의·고지 위반;제3자 제공;국외이전;안전조치 미흡;보유기간·파기 위반;아동 개인정보;민감정보·고유식별정보;접근권한·내부통제;처리위탁;정보주체 권리보장,정보주체 규모;고유식별정보 포함 여부;반복성;고의 또는 중과실;피해 발생 또는 위험 발생;사후 시정 노력;내부통제 및 안전조치 수준;위반 기간;수집·이용 목적 명확성;동의 적법성;제3자 제공 또는 위탁 구조;국외이전 고지·동의 여부;금전 제재 여부;공표 또는 시정명령 여부
967,2012-04-09,other,주민번호 수집ㆍ이용 최소화 종합대책,,행정안전부가 2012. 3. 16. 수정ㆍ제출한 '주민번호 수집ㆍ이용 최소화 종합대책’에 대하여 동 안건 5쪽 상단의 주민번호 수집의 원칙적 금지 내용 중 '법정주의 원칙’ 부분을 제외하고 나머지 부분을 원안과 같이 의결함,0,,,,,
1017,2012-06-11,other,주식회사 구글(Google Inc.)의 개인정보 취급방침 개선 의견,,"1. 주식회사 구글(이하 '구글’이라고 함)은 개인정보 취급방침에 개인정보 수집목적을 포괄적으로 설정하고, 개인정보 수집ㆍ이용 등에 대해 사용자에게 선택권을 부여하지 않고 일괄적으로 동의를 구하고 있으며, 필요 이상의 기간 동안 개인정보를 보유할 수 있도록 함으로써 결과적으로 개인정보의 과다수집과 오남용 소지가 있다.
2. 이에 따라 개인정보보호위원회는 구글의 개인정보 수집ㆍ이용행위가 '목적의 명확화’와 '개인정보 최소수집’을 규정한 「개인정보보호법」 제3조, 제16조 및 「정보통신망 이용촉진 및 정보보호에 관한 법률(이하 '정보통신망법’이라고 함)」 제23조와 '개인정보 수집ㆍ이용 시 동의’를 규정한 「개인정보보호법」 제15조, 제22조 및 「정보통신망법」 제22조, 제26조의2 그리고 '개인정보의 파기’를 규정한 「개인정보 보호법」 제21조, 제36조, 제37조 및 「정보통신망법」 제29조, 제30조 위반 소지가 있다고 판단하여 구글의 개인정보취급방침이 다음과 같이 개선되어야 한다는 의견을 표명하기로 하였다.
1) 개인정보 수집 목적을 보다 명확하게 규정하고, 그 규정한 목적과 해당 서비스에 필요한 최소한의 개인정보를 수집ㆍ이용하도록 할 것
2) 개인정보를 '수집 당시 목적’과 다른 용도로 이용하거나 개인별 맞춤형 콘텐츠 제공 등 사용자의 개별적 선택권을 존중해야 하는 서비스에 대해서는 별도로 동의를 받도록 할 것
3) 개인정보의 보유기간이 만료되거나 정보주체의 파기요청이 있으면 해당 개인정보를 지체 없이 파기한다는 원칙을 방침에 명시할 것",0,,,제15조;제16조;제18조;제21조;제22조;제23조;제26조의2;제29조;제30조;제36조;제37조;제3조,동의·고지 위반;목적 외 이용;보유기간·파기 위반;정보주체 권리보장,사후 시정 노력;수집·이용 목적 명확성;동의 적법성;제3자 제공 또는 위탁 구조
951,2012-10-22,other,한국장학재단 학자금 대출 회수를 위한 개인정보 제3자 제공 요청 건,,한국장학재단이 「한국장학재단 설립 등에 관한 법률」 제50조 제1항 제5호에 따라 국민건강보험공단에게 제출 요청한 '직장정보’는 「개인정보보호법」 제18조 제2항에 따른 관련 근거가 있다고 보기 어려우므로 '기각’함,0,,,제18조;제50조,제3자 제공,제3자 제공 또는 위탁 구조
1123,2012-11-26,other,중ㆍ고등학교 전자학생증 발급관련 개선권고,,"개인정보보호위원회는 중ㆍ고등학교의 전자학생증 발급과 관련하여, 각 학교가 「개인정보 보호법」을 철저히 준수하도록 교육과학기술부장관에게 아래와 같이 권고한다.
1. 각 학교가 위탁계약서에 목적외 처리금지, 기술적ㆍ관리적 보호조치에 관한 사항 등 「개인정보보호법」 제26조제1항 및 동법 시행령 제28조 등에 규정된 내용을 충실히 반영하도록 할 것
2. 각 학교가 학생증 발급업무를 업체에 위탁하는 경우, 「개인정보보호법」 제26조제2항에 따라 위탁업무내용 및 수탁자를 정보주체가 쉽게 확인할 수 있도록 인터넷 홈페이지 등에 공개하도록 할 것
3. 각 학교는 개인정보가 분실ㆍ도난ㆍ유출ㆍ변조 또는 훼손되지 아니하도록 「개인정보 보호법」 제26조제4항에 따라 수탁자 교육 및 감독을 철저히 하도록 할 것
4. 각 학교가 수탁업체 선정 시 개인정보의 기술적ㆍ관리적 보호조치를 성실히 수행할 수 있는 업체를 선정하고, 「개인정보보호법」 제30조 및 동법 시행령 제31조에 따라 수탁업체의 개인정보처리방침 수립ㆍ공개에 대한 지도ㆍ감독을 철저히 할 것
5. 각 학교가 학생증 발급 업무 위탁 시 '표준개인정보처리 위탁계약서(붙임)’를 사용 하도록 권고할 것",1,개선권고,,제26조;제28조;제30조;제31조,유출·침해;목적 외 이용;보유기간·파기 위반;처리위탁,정보주체 규모;피해 발생 또는 위험 발생;사후 시정 노력;수집·이용 목적 명확성;제3자 제공 또는 위탁 구조
1137,2012-11-26,other,「주민등록번호의 사용 제한」 규정 관련 개선 의견,,"방송통신위원회 위원장에게 「정보통신망 이용촉진 및 정보보호 등에 관한 법률」(이하 '「정보통신망법」’이라고 함)을 다음과 같은 내용을 반영하여 개선할 것을 권고한다.
1. 「정보통신망법」 제23조의2 제1항 각 호에 따라 예외적으로 주민등록번호를 수집할 수 있는 경우에도 동법 제22조에 따라 원칙적으로 이용자의 동의를 받아야 함을 명확히 할 것
2. 「정보통신망법」 제22조 제2항 제1호 및 제2호에서 규정한 동의 없이 개인정보를 수집ㆍ이용할 수 있는 사유가 '주민등록번호’의 경우에는 적용되지 않도록 조치할 것
3. 「정보통신망법」 제23조의2 제1항 제3호의 '영업상 목적을 위하여 이용자의 주민등록 번호 수집ㆍ이용이 불가피한 정보통신서비스 제공자로서 방송통신위원회가 고시하는 경우’에 대한 기준을 대통령령에 구체적으로 제시할 것",1,개선권고,,제22조;제23조의2;제23조의3;제23조의4;제44조의5;제8조,유출·침해;동의·고지 위반;민감정보·고유식별정보,고유식별정보 포함 여부;피해 발생 또는 위험 발생;사후 시정 노력;수집·이용 목적 명확성;동의 적법성
413,2013-03-11,other,중ㆍ고등학교 전자학생증 발급에 대한 정책 청원관련 개선권고,,"1. 개인정보보호위원회는 교육과학기술부장관에게
중ㆍ고등학교 학생증의 외부위탁 발급 시 학생들의 개인정보 보호를 위하여 외주제작이 완료되면 지체없이 개인정보를 파기하도록 철저히 지도ㆍ감독 할 것을 권고한다.
2. 나머지 청원은 기각한다",1,개선권고,,제21조,동의·고지 위반;보유기간·파기 위반;처리위탁;정보주체 권리보장,사후 시정 노력;수집·이용 목적 명확성;동의 적법성;제3자 제공 또는 위탁 구조
433,2013-03-25,other,공익근무요원의 민감정보 제3자 제공에 관한 건,,지방병무청은 복무기관의 장에게 공익근무요원의 질병 또는 범죄경력 관련 정보를 일률적으로 제공할 수 없다.,0,,,제157조;제18조;제23조,유출·침해;동의·고지 위반;제3자 제공;민감정보·고유식별정보,민감정보 포함 여부;피해 발생 또는 위험 발생;동의 적법성;제3자 제공 또는 위탁 구조
411,2013-05-27,other,「쓰레기 불법투기행위 촬영 영상자료 공개」관련 법령 해석,,지방자치단체가「폐기물관리법」제8조 및 제68조에서 규정하는 쓰레기 불법투기 단속 업무를 수행하는 과정에서 촬영한 불법 투기자를 식별할 수 있는 영상자료를 불법 투기자의 인적 사항을 파악하기 위한 목적으로 해당 지역 주민에게 공개하여서는 아니 된다.,0,,,제3조;제68조;제8조,유출·침해,피해 발생 또는 위험 발생;수집·이용 목적 명확성;제3자 제공 또는 위탁 구조
427,2013-06-24,other,연구대상 환자의 건강정보 및 의무기록 제공요청에 대한 심의ㆍ의결 요청 건,,한국보건의료연구원장의 민감정보 제공요청 건은 「개인정보보호법」 제18조 제2항 제5호의 심의ㆍ의결 대상이 아니므로 각하한다.,0,,,제15조;제17조;제18조;제19조;제23조,유출·침해;민감정보·고유식별정보,민감정보 포함 여부;고유식별정보 포함 여부;피해 발생 또는 위험 발생
1027,2013-07-08,other,의료인의 실태 등 신고서 양식 수정요청에 대한 심의ㆍ의결 요청 건,,「의료인의 실태 등 신고서 양식 수정요청에 대한 심의ㆍ의결 요청」건과 관련된 서울특별시의사회장의 요청을 기각한다.,0,,,제16조;제3조,,사후 시정 노력;수집·이용 목적 명확성
1031,2013-07-08,other,스마트폰으로부터 처리(전송)되는 개인정보의 보호를 위한 제도개선의 건,,"개인정보보호위원회는 스마트폰으로부터 처리(전송)되는 개인정보의 보호를 강화하기 위해 방송통신위원회 위원장에게 다음과 같은 제도개선 의견을 제시한다.
1. 스마트폰의 제조사ㆍ운영체제사ㆍ앱 개발사ㆍ통신사 등(이하 “관계사”라 한다)을 대상으로 스마트폰으로부터 생성ㆍ저장된 정보의 오ㆍ남용 방지를 위해, 위 관계사로 처리(전송)되는 정보의 이용 현황을 파악하여 개인의 사생활과 밀접한 성격의 정보를 최소한으로 수집하는 기준, 그리고 이러한 정보가 제공ㆍ이용 될 경우 개인이 식별되지 않도록 처리하는 방안 등이 포함된 가칭 「스마트폰 관련 개인정보보호 가이드라인」을 마련할 필요가 있다.
2. 또한, 스마트폰으로부터 생성ㆍ저장된 정보가 관계사로 처리(전송)되는 과정상에서 개인정보 자기결정권이 보장 되도록 하기 위해 스마트폰 사용자가 이를 확인하고 차단하는 수단을 마련ㆍ보급하는 등의 정책을 도입할 필요가 있다.",0,,,제17조;제23조;제3조,유출·침해;동의·고지 위반;정보주체 권리보장,피해 발생 또는 위험 발생;사후 시정 노력;수집·이용 목적 명확성;동의 적법성
